Symbol,Name,Market
NTH,Cong ty Co phan thuy dien Nuoc Trong,HNX
NTL,Cong ty Co phan Phat trien Do thi Tu Liem,HSX
NTP,Cong ty Co phan Nhua Thieu nien Tien Phong,HNX
NTR,Cong ty Co Phan Duong sat Nghe Tinh,Upcom
NTSF,Cong ty Co phan Nha Trang Seafoods - F17,OTC
NTT,Cong ty Co phan Det - May Nha Trang,Upcom
NTW,Cong ty co phan Cap nuoc Nhon Trach,Upcom
NUE,Cong ty Co phan Moi truong Do thi Nha Trang,Upcom
NVB,Ngan hang Thuong mai co phan Quoc Dan,HNX
NVC,Cong ty Co phan Nam Vang,HNX
NVL,Cong ty co phan Tap doan Dau tu Dia oc No Va,HSX
NVN,Cong ty Co phan Nha Viet Nam,HSX
NVP,Cong ty Co phan Nuoc sach Vinh Phuc,Upcom
NVS,Cong ty co phan Chung khoan NAVIBANK,OTC
NVT,Cong ty Co phan Bat dong san Du lich Ninh Van Bay,HSX
NWT,CTCP Van tai Newway,Upcom
OCB,Ngan hang Thuong mai co phan Phuong Dong,OTC
OCH,Cong ty Co phan Khach san va Dich vu OCH,HNX
OCS,Cong ty Co phan Chung khoan Dai Duong,OTC
OGC,Cong ty Co phan Tap doan Dai Duong,HSX
OIL,Tong Cong ty Dau Viet Nam - CTCP,Upcom
OLAM,Cong ty TNHH Olam Viet Nam,OTC
OLC,"Cong ty co phan Xay dung, Dich vu va Hop tac lao dong",Upcom
OMC,Cong ty Co phan Quan ly quy dau tu Chung khoan Phuong Dong,OTC
ONE,Cong ty Co phan Truyen thong so 1,HNX
ONW,Cong ty Co phan Dich vu Mot The gioi,Upcom
OPC,Cong ty co phan Duoc pham OPC,HSX
ORION,Cong ty TNHH Thuc pham Orion Vina,OTC
ORS,Cong ty Co phan Chung khoan Tien Phong,Upcom
OSC,Cong ty Co phan Chung khoan DAI TAY DUONG,OTC
OSCVN,CTCP Du lich Dich vu Dau khi Viet Nam,OTC
OTG,CTCP Otran Logistics,OTC
OTRAN,CTCP Otran Viet Nam,OTC
PAC,Cong ty Co phan Pin Ac quy Mien Nam,HSX
PAI,"CTCP Cong nghe thong tin, vien thong va tu dong hoa Dau khi",Upcom
PAN,Cong ty Co phan Tap doan PAN,HSX
PAP,CTCP Dau khi dau tu khai thac Cang Phuoc An,OTC
PARKSON,Cong ty TNHH Parkson Viet Nam,OTC
PAS,Cong ty co phan Quoc te Phuong Anh,Upcom
PBC,CTCP Duoc pham Trung uong I - Pharbaco,Upcom
PBK,Cong ty co phan Dien luc Dau khi Bac Kan,Upcom
PBP,Cong ty co phan Bao bi Dau khi Viet Nam,HNX
PBT,Cong ty co phan Nha va Thuong mai Dau khi,Upcom
PC1,Cong ty co phan Xay lap dien 1,HSX
PCC,Cong ty Co phan Tap doan Xay lap 1 - Petrolimex,Upcom
PCE,Cong ty co phan Phan bon va Hoa chat Dau khi Mien Trung,HNX
PCF,Cong ty co phan Ca Phe Petec,Upcom
PCG,Cong ty Co phan Dau tu va Phat trien Gas Do Thi,HNX
PCM,Cong ty Co phan Vat lieu Xay dung Buu dien,Upcom
PCN,Cong ty co phan Hoa pham dau khi DMC - mien Bac,Upcom
PCT,Cong ty co phan Van tai khi va hoa chat Viet Nam,HNX
PDB,Cong ty Co phan Vat lieu xay dung Dufago,HNX
PDC,Cong ty co phan Du lich Dau khi Phuong Dong,HNX
PDN,Cong ty Co phan Cang Dong Nai,HSX
PDR,Cong ty co phan Phat trien Bat dong san Phat Dat,HSX
PDT,Cong ty TNHH MTV Thuong mai Dau khi Dong Thap,Upcom
PDV,Cong ty co phan Van tai dau Phuong Dong Viet,Upcom
PEC,Cong ty Co phan Co khi Dien luc,Upcom
PEG,Tong Cong ty Thuong mai Ky thuat va Dau tu - CTCP,Upcom
PEN,Cong ty co phan Xay lap III Petrolimex,HNX
PENM,BankInvest/PENM Partners,OTC
PEQ,Cong ty co phan Thiet bi Xang dau Petrolimex,Upcom
PET,Tong Cong ty Co phan Dich vu Tong hop Dau khi,HSX
PFI,Cong ty Co phan Dau tu Tai chinh Cong doan Dau khi,OTC
PFL,Cong ty co phan Dau khi Dong Do,Upcom
PFV,Cong ty Co phan Dau tu va Thuong mai PFV,Upcom
PGC,Tong Cong ty Gas Petrolimex-CTCP,HSX
PGD,Cong ty Co phan Phan phoi Khi thap ap Dau khi Viet Nam,HSX
PGI,Tong Cong ty co phan Bao hiem Petrolimex,HSX
PGN,Cong ty Co phan Phu gia Nhua,HNX
PGS,Cong ty Co phan Kinh doanh Khi Mien Nam,HNX
PGSC,Cong ty Co phan Chung khoan PHU GIA,OTC
PGT,Cong ty Co phan PGT Holdings,HNX
PGV,Tong Cong ty Phat dien 3 - Cong ty co phan,Upcom
PHC,Cong ty co phan Xay dung Phuc Hung Holdings,HSX
PHH,Cong ty Co phan Hong Ha Viet Nam,Upcom
PHN,Cong ty Co phan Pin Ha Noi,HNX
PHP,Cong ty co phan Cang Hai Phong,HNX
PHR,Cong ty co phan Cao su Phuoc Hoa,HSX
PHS,Cong ty Co phan Chung khoan Phu Hung,Upcom
PHT,Cong ty Co phan San xuat va Thuong mai Phuc Tien,HSX
PHUCSINH,CTCP Ca phe Phuc Sinh,OTC
PHUMYHUNG,Cong ty TNHH Phat trien Phu My Hung,OTC
PIA,Cong ty co phan Tin hoc Vien thong Petrolimex,HNX
PIAGGIO,Cong ty TNHH Piaggio Viet Nam,OTC
PIC,Cong ty co phan Dau tu Dien luc 3,HNX
PICO,CTCP PICO,OTC
PID,Cong ty Co phan Trang tri Noi that Dau khi,Upcom
PIS,Tong Cong ty Pisico Binh Dinh - CTCP,Upcom
PIT,Cong ty Co phan Xuat nhap khau Petrolimex,HSX
PIV,Cong ty Co phan PIV,Upcom
PIVLS,Cong ty Co phan Dau tu Khu cong nghiep Dau khi - Idico Long Son,OTC
PJC,Cong ty Co phan Thuong mai va Van tai Petrolimex Ha Noi,HNX
PJS,Cong ty co phan Cap nuoc Phu Hoa Tan,Upcom
PJT,Cong ty Co phan Van tai Xang dau Duong thuy Petrolimex,HSX
PKR,Cong ty Co phan Duong sat Phu Khanh,Upcom
PLA,Cong ty co phan Dau tu Dich vu Ha tang Xang Dau,Upcom
PLASCHEM,CTCP Hoa chat nhua,OTC
PLC,Tong Cong ty Hoa dau Petrolimex-CTCP,HNX
PLO,Cong ty Co phan Kho Van Petec,Upcom
PLP,Cong ty Co phan San xuat va Cong nghe Nhua Pha Le,HSX
PLX,Tap doan Xang dau Viet Nam,HSX
PMB,Cong ty co phan Phan bon va Hoa chat Dau khi Mien Bac,HNX
PMC,Cong ty Co phan Duoc pham Duoc lieu Pharmedic,HNX
PME,Cong ty Co phan Pymepharco,HSX
PMG,Cong ty Co phan Dau tu va San xuat Petro Mien Trung,HSX
PMJ,Cong ty co phan Vat tu Buu dien,Upcom
PMP,Cong ty co phan Bao bi Dam Phu My,HNX
PMS,Cong ty Co phan Co khi Xang dau,HNX
PMT,Cong ty co phan Vien thong TELVINA Viet Nam,Upcom
PMW,Cong ty co phan Cap nuoc Phu My,Upcom
PNC,Cong ty Co phan Van hoa Phuong Nam,HSX
PND,Cong ty Co phan Xang dau Dau khi Nam Dinh,Upcom
PNG,Cong ty co phan Thuong mai Phu Nhuan,Upcom
PNJ,Cong ty Co phan Vang bac Da quy Phu Nhuan,HSX
PNP,Cong ty co phan Tan Cang - Phu Huu,Upcom
PNT,Cong ty co phan Ky thuat Xay dung Phu Nhuan,Upcom
POB,Cong ty Co phan Xang dau Dau khi Thai Binh,Upcom
POM,Cong ty Co phan Thep Pomina,HSX
POS,"Cong ty Co phan Dich vu Lap dat, Van hanh va Bao duong Cong trinh Dau khi bien PTSC",Upcom
POT,Cong ty Co phan Thiet bi Buu dien,HNX
POV,Cong ty Co phan Xang dau Dau khi Vung Ang,Upcom
POW,Tong Cong ty Dien luc Dau khi Viet Nam - CTCP,HSX
PPC,Cong ty Co phan Nhiet dien Pha Lai,HSX
PPE,Cong ty co phan Tu van Dien luc Dau khi Viet Nam,HNX
PPG,Cong ty co phan San xuat Thuong mai Dich vu Phu Phong,Upcom
PPH,Tong Cong ty Co phan Phong Phu,Upcom
PPI,Cong ty Co phan Dau tu va Phat trien Du an Ha tang Thai Binh Duong,Upcom
PPP,Cong ty Co phan Duoc pham Phong Phu,HNX
PPS,Cong ty Co phan Dich vu Ky thuat Dien luc Dau khi Viet Nam,HNX
PPY,CTCP Xang dau Dau khi Phu Yen,HNX
PQG,CTCP Dau tu vang Phu Quy,OTC
PQN,CTCP Dich vu Dau khi Quang Ngai PTSC,Upcom
PRC,Cong ty Co phan Logistics Portserco,HNX
PRE,Cong ty Tai bao hiem PVI,HNX
PRIME,CTCP Prime Group,OTC
PRO,Cong ty Co phan Procimex Viet Nam,Upcom
PROCONCO,CTCP Viet Phap san xuat thuc an gia suc,OTC
PRT,Tong cong ty San xuat - Xuat nhap khau Binh Duong - TNHH MTV,Upcom
PRUBF1,Quy Dau tu Can bang Prudential,HSX
PRUDENTIAL,Cong ty TNHH Bao hiem Nhan tho Prudential Viet Nam,OTC
PRUFC,Cong ty TNHH MTV Tai chinh Prudential Viet Nam,OTC
PSB,Cong ty co phan Dau tu Dau khi Sao Mai – Ben Dinh,Upcom
PSC,Cong ty co phan Van tai va Dich vu Petrolimex Sai Gon,HNX
PSD,Cong ty co phan Dich vu Phan phoi Tong hop Dau khi,HNX
PSE,Cong ty co phan Phan bon va Hoa chat Dau khi Dong Nam Bo,HNX
PSG,Cong ty Co phan Dau tu va Xay lap Dau khi Sai Gon,Upcom
PSH,CTCP Thuong mai Dau tu Dau khi Nam Song Hau,HSX
PSI,Cong ty co phan Chung khoan Dau khi,HNX
PSL,Cong ty Co phan Chan nuoi Phu Son,Upcom
PSN,Cong ty Co phan Cang dich vu Dau khi Tong hop PTSC Thanh Hoa,Upcom
PSP,Cong ty Co phan Cang dich vu Dau khi Dinh Vu,Upcom
PSW,Cong ty co phan Phan bon va Hoa chat Dau khi Tay Nam Bo,HNX
PTB,Cong ty Co phan Phu Tai,HSX
PTC,Cong ty Co phan Dau tu va Xay dung Buu dien,HSX
PTD,CTCP Thiet ke - Xay dung - Thuong mai Phuc Thinh,HNX
PTE,Cong ty Co phan Xi mang Phu Tho,Upcom
PTG,Cong ty Co phan May Xuat khau Phan Thiet,Upcom
PTH,Cong ty Co phan Van tai va Dich vu Petrolimex Ha Tay,Upcom
PTI,Tong Cong ty Co phan Bao hiem Buu dien,HNX
PTK,Cong ty Co phan Luyen kim Phu Thinh,Upcom
PTL,Cong ty Co phan Dau tu Ha tang va Do thi Dau khi,HSX
PTM,"Cong ty co phan San xuat, Thuong mai va Dich vu oto PTM",Upcom
PTO,Cong ty Co phan Dich vu - Xay dung Cong trinh Buu dien,Upcom
PTP,Cong ty Co phan Dich vu Vien thong va In Buu dien,Upcom
PTS,Cong ty Co phan Van tai va Dich vu Petrolimex Hai Phong,HNX
PTT,Cong ty Co phan Van tai Dau khi Dong Duong,Upcom
PTV,Cong ty co phan Thuong mai Dau khi,Upcom
PTX,Cong ty co phan Van tai va Dich vu Petrolimex Nghe Tinh,Upcom
PV2,Cong ty co phan Dau tu PV2,HNX
PVA,Cong ty Co phan Tong Cong ty Xay lap Dau khi Nghe An,Upcom
PVB,Cong ty co phan Boc ong Dau khi Viet Nam,HNX
PVC,Tong Cong ty Hoa chat va Dich vu Dau khi - CTCP,HNX
PVCME,Cong ty co phan Thi cong co gioi va lap may dau khi,OTC
PVD,Tong Cong ty Co phan Khoan va Dich vu Khoan Dau khi,HSX
PVE,Tong Cong ty Tu van Thiet ke Dau khi-CTCP,Upcom
PVEIC,Tong Cong ty Bao Duong -Sua chua Cong trinh Dau khi - CTCP,OTC
PVEP,Tong Cong ty Tham do Khai thac Dau khi,OTC
PVF,Tong Cong ty Tai chinh Co phan Dau khi Viet Nam,HSX
PVFCC,Cong ty Co phan Quan ly quy Dau tu Tai chinh Dau khi,OTC
PVG,Cong ty Co phan Kinh doanh LPG Viet Nam,HNX
PVH,Cong ty co phan Xay lap dau khi Thanh Hoa,Upcom
PVI,Cong ty Co phan PVI,HNX
PVID,Cong ty co phan Dau tu va Xay lap khi,OTC
PVIF,Cong ty co phan Dau tu Tai chinh Bao hiem Dau khi,OTC
PVIINSURANCE,Tong Cong ty Bao hiem PVI,OTC
PVL,Cong ty co phan Dau tu Nha dat Viet,HNX
PVM,Cong ty Co phan May - Thiet bi Dau khi,Upcom
PVN,Tap doan Dau khi Viet Nam,OTC
PVO,CTCP Dau nhon PV Oil,Upcom
PVP,Cong ty Co phan Van tai dau khi Thai Binh Duong,Upcom
PVR,Cong ty Co phan dau tu PVR Ha Noi,Upcom
PVS,Tong Cong ty Co phan Dich vu Ky thuat Dau khi Viet Nam,HNX
PVSH,Cong ty co phan Dau tu va Thuong mai Dau khi Song Hong,OTC
PVST,Cong ty co phan Du lich dau khi Sapa,OTC
PVT,Tong cong ty Co phan Van tai Dau khi,HSX
PVV,Cong ty Co phan Vinaconex 39,Upcom
PVX,Tong Cong ty co phan Xay lap Dau khi Viet Nam,Upcom
PVY,Cong ty Co phan Che tao Gian khoan Dau khi,Upcom
PWA,Cong ty Co phan Bat dong san Dau khi,Upcom
PWS,Cong ty Co phan Cap thoat nuoc Phu Yen,Upcom
PX1,Cong ty co phan Xi mang Song Lam 2,Upcom
PXA,Cong ty co phan Dau tu & Thuong mai Dau khi Nghe An,Upcom
PXC,Cong ty co phan Phat trien do thi Dau khi,Upcom
PXH,Cong ty co phan Xay lap Dau khi Ha Noi,OTC
PXI,Cong ty Co phan Xay dung cong nghiep va dan dung Dau khi,HSX
PXL,Tong Cong ty co phan Dau tu va Phat trien KCN Dau khi-Long Son,Upcom
PXM,Cong ty Co phan Xay lap Dau khi Mien Trung,Upcom
PXPVEEF,PXP Vietnam Emerging Equity Fund,OTC
PXS,Cong ty Co phan Ket cau Kim loai va Lap may Dau khi,HSX
PXT,Cong ty Co phan Xay lap Duong ong Be chua Dau khi,HSX
PYNMFE,Mutual Fund Elite,OTC
PYU,Cong ty Co phan Moi truong va Cong trinh Do thi Phuc Yen,Upcom
QBR,Cong ty Co Phan Duong sat Quang Binh,Upcom
QBS,Cong ty Co phan Xuat nhap khau Quang Binh,HSX
QCC,CTCP Dau tu Xay dung va Phat trien Ha tang Vien thong,Upcom
QCG,Cong ty Co phan Quoc Cuong Gia Lai,HSX
QHD,Cong ty Co phan Que han dien Viet Duc,HNX
QHW,CTCP Nuoc khoang Quang Ninh,Upcom
QLD,Cong ty Co phan Quan ly va Xay dung giao thong Lang Son,Upcom
QLT,Cong ty Co phan Quan ly Bao tri Duong thuy noi dia so 10,Upcom
QMCGROUP,Cong ty Co phan Tap doan Quang Minh,OTC
QNC,Cong ty Co phan Xi mang va Xay dung Quang Ninh,Upcom
QNP,CTCP Cang Quy Nhon,OTC
QNS,Cong ty Co phan Duong Quang Ngai,Upcom
QNT,Trung tam Tu van xay dung thi xa Dien Ban,Upcom
QNU,Cong ty Co phan Moi truong Do thi Quang Nam,Upcom
QNW,CTCP Cap thoat nuoc va Xay dung Quang Ngai,Upcom
QPH,Cong ty Co phan Thuy dien Que Phong,Upcom
QSP,Cong ty co phan Tan Cang Quy Nhon,Upcom
QST,Cong ty Co phan Sach va Thiet bi truong hoc Quang Ninh,HNX
QTC,Cong ty Co phan Cong trinh Giao thong Van tai Quang Nam,HNX
QTP,Cong ty Co phan Nhiet dien Quang Ninh,Upcom
QVFOOD,Cong ty TNHH Kinh doanh che bien thuy san va XNK Quoc Viet,OTC
RAL,Cong ty Co phan Bong den Phich nuoc Rang Dong,HSX
RAT,CTCP Van tai va Thuong mai Duong sat,Upcom
RBC,CTCP Cong nghiep va Xuat nhap khau Cao Su,Upcom
RCC,Cong ty Co phan Tong cong ty Cong trinh duong sat,Upcom
RCD,Cong ty co phan Xay dung - Dia oc Cao su,Upcom
RCL,Cong ty Co phan Dia oc Cho Lon,HNX
RDP,Cong ty Co phan Rang Dong Holding,HSX
REDBULL,Cong ty TNHH Red Bull (Viet Nam),OTC
REDRIVER,Red River Holding,OTC
REE,Cong ty Co phan Co dien lanh,HSX
REM,Cong ty co phan Tu bo di tich Trung uong - Vinaremon,Upcom
RESCO,Tong Cong ty Dia oc Sai Gon - TNHH MTV,OTC
RGC,Cong ty co phan Dau tu PV - Inconess,Upcom
RHC,Cong ty Co phan Thuy dien Ry Ninh II,HNX
RHN,Cong ty Co phan Duong sat Ha Ninh,Upcom
RIC,Cong ty Co phan Quoc te Hoang Gia,HSX
RICONS,Cong ty Co phan Dau tu Xay dung Ricons,OTC
RLC,Cong ty Co phan Duong bo Lao Cai,Upcom
ROS,Cong ty co phan Xay dung FLC Faros,HSX
ROSE,CTCP Chung khoan Globalmind Capital,OTC
ROXY,CTCP Roxy Viet Nam,OTC
RTB,Cong ty co phan Cao su Tan Bien,Upcom
RTD,CTCP Phat trien cong nghe nong thon,OTC
RTH,Cong ty Co phan Duong sat Thanh Hoa,Upcom
RTS,CTCP Thong tin tin hieu Duong sat Da Nang,Upcom
RUBSE,Cong ty Co phan Chung khoan CAO SU,OTC
S12,Cong ty Co phan Song Da 12,Upcom
S27,Cong ty co phan Song Da 27,Upcom
S33,Cong ty co phan Mia duong 333,Upcom
S4A,Cong ty Co phan Thuy dien Se San 4A,HSX
S55,Cong ty Co phan Song Da 505,HNX
S64,Cong ty Co phan Song Da 6.04,HNX
S72,Cong ty Co phan Song Da 7.02,Upcom
S74,Cong ty Co phan Song Da 7.04,HNX
S91,Cong ty Co phan Song Da 9.01,HNX
S96,Cong ty Co phan Song Da 9.06,Upcom
S99,Cong ty Co phan SCI,HNX
SAB,Tong CTCP Bia - Ruou - Nuoc giai khat Sai Gon,HSX
SABECONT,Cong ty co phan Bia Sai Gon - Nghe Tinh,OTC
SABIBECO,Cong ty co phan Bia Sai Gon-Binh Tay,OTC
SAC,Cong ty Co phan Xep do va Dich vu Cang Sai Gon,Upcom
SADACO,CTCP Phat Trien San Xuat Thuong Mai Sai Gon,OTC
SAF,Cong ty Co phan Luong thuc Thuc pham Safoco,HNX
SAGRI,Tong Cong ty Nong nghiep Sai Gon - TNHH MTV,OTC
SAIGON5,Cong ty TNHH MTV Xay dung Thuong mai Sai Gon 5,OTC
SAIGONAM,Saigon Asset Management,OTC
SAIGONCAPITAL,Cong ty Co phan Quan ly quy Sai Gon,OTC
SAIGONCONS,Tong Cong ty Xay dung Sai Gon - TNHH MTV,OTC
SAIGONCOOP,Lien hiep Hop tac xa Thuong mai Thanh pho Ho Chi Minh,OTC
SAIGONPETRO,Cong ty TNHH MTV Dau khi Thanh pho Ho Chi Minh,OTC
SAIGONTOURIST,Tong Cong ty Du lich Sai Gon - TNHH Mot thanh vien,OTC
SAL,Cong ty Co phan Truc vot cuu ho Viet Nam,Upcom
SAM,Cong ty Co phan SAM Holdings,HSX
SAMCO,Tong Cong ty Co khi Giao thong Van tai Sai Gon - TNHH MTV,OTC
SAMVEH,Vietnam Equity Holding,OTC
SAMVPH,Vietnam Property Holding,OTC
SAP,Cong ty Co phan In Sach giao khoa tai Tp.Ho Chi Minh,Upcom
SAPHARCO,Cong ty TNHH MTV Duoc Sai Gon,OTC
SAS,CTCP Dich vu Hang khong San bay Tan Son Nhat,Upcom
SATRA,Tong Cong ty Thuong mai Sai Gon - TNHH MTV,OTC
SAV,Cong ty Co phan Hop tac kinh te va Xuat nhap khau SAVIMEX,HSX
SAWACO,Tong Cong ty Cap nuoc Sai Gon,OTC
SB1,Cong ty co phan Bia Sai Gon - Nghe Tinh,Upcom
SBA,Cong ty Co phan Song Ba,HSX
SBBS,Cong ty Co phan Chung khoan SAIGONBANK BERJAYA,OTC
SBC,Cong ty Co phan Van tai va Giao nhan bia Sai Gon,HSX
SBD,Cong ty Co phan Cong nghe Sao Bac Dau,Upcom
SBF,Cong ty Co phan Quan ly quy Sabeco,OTC
SBH,Cong ty co phan Thuy dien Song Ba Ha,Upcom
SBIC,Tong Cong ty Cong nghiep Tau thuy Viet nam,OTC
SBL,Cong ty Co phan Bia Sai Gon - Bac Lieu,Upcom
SBM,Cong ty Co phan Dau tu Phat trien Bac Minh,Upcom
SBR,CTCP Cao su Song Be,Upcom
SBS,Cong ty Co phan Chung khoan Ngan hang Sai Gon Thuong Tin,Upcom
SBT,Cong ty co phan Thanh Thanh Cong - Bien Hoa,HSX
SBV,CTCP Siam Brothers Viet Nam,HSX
SC5,Cong ty Co phan Xay dung so 5,HSX
SCA,CTCP Nong nghiep Song Con,Upcom
SCB,Ngan hang Thuong mai Co phan Sai Gon,OTC
SCC,Cong ty Co phan Dau tu Thuong mai Hung Long tinh Hoa Binh,Upcom
SCD,Cong ty Co phan Nuoc giai khat Chuong Duong,HSX
SCH,CTCP Thuy dien Song chay 5,Upcom
SCI,Cong ty Co phan SCI E&C,HNX
SCIC,Tong Cong ty Dau tu va Kinh doanh von Nha nuoc,OTC
SCID,Cong ty co phan Dau tu Phat trien Saigon Co-op,OTC
SCJ,Cong ty Co phan Xi mang Sai Son,Upcom
SCL,Cong ty Co phan Song Da Cao Cuong,Upcom
SCO,Cong ty Co phan Cong nghiep Thuy san,Upcom
SCR,Cong ty Co phan Dia oc Sai Gon Thuong Tin,HSX
SCS,Cong ty co phan Dich vu Hang hoa Sai Gon,HSX
SCY,Cong ty Co phan Dong tau Song Cam,Upcom
SD1,Cong ty Co phan Song Da 1,Upcom
SD2,Cong ty Co phan Song Da 2,HNX
SD3,Cong ty Co phan Song Da 3,Upcom
SD4,Cong ty Co phan Song Da 4,HNX
SD5,Cong ty Co phan Song Da 5,HNX
SD6,Cong ty Co phan Song Da 6,HNX
SD7,Cong ty Co phan Song Da 7,Upcom
SD8,Cong ty Co phan Song Da 8,Upcom
SD9,Cong ty Co phan Song Da 9,HNX
SDA,Cong ty Co phan Simco Song Da,HNX
SDB,Cong ty Co phan Song Da 207,Upcom
SDC,Cong ty Co phan Tu van Song Da,HNX
SDD,Cong ty Co phan Dau tu va Xay lap Song Da,Upcom
SDE,Cong ty co phan Ky thuat Dien Song Da,Upcom
SDF,Cong ty Tai chinh co phan Song Da,Upcom
SDG,Cong ty Co phan Sadico Can Tho,HNX
SDH,Cong ty Co phan Xay dung ha tang Song Da,Upcom
SDHL,Cong ty co phan Thuy dien Song Da - Hoang Lien,OTC
SDI,Cong ty co phan Dau tu va Phat trien Do thi Sai Dong,Upcom
SDJ,Cong ty Co phan Song Da 25,Upcom
SDK,Cong ty Co phan Co khi Luyen kim,Upcom
SDN,Cong ty Co phan Son Dong Nai,HNX
SDP,Cong ty co phan SDP,Upcom
SDS,Cong ty Co phan Xay lap va Dau tu Song Da,HNX
SDT,Cong ty Co phan Song Da 10,HNX
SDU,Cong ty Co phan Dau tu Xay dung va Phat trien Do thi Song Da,HNX
SDV,Cong ty Co phan Dich vu Sonadezi,Upcom
SDX,CTCP Phong chay chua chay va Dau tu Xay dung Song Da,Upcom
SDY,Cong ty Co phan Xi mang Song Da Yaly,Upcom
SEA,Tong cong ty Thuy san Viet Nam – CTCP,Upcom
SEAPRIMEXCO,Cong ty co phan Thuy san Ca Mau,OTC
SEB,Cong ty Co phan Dau tu va Phat trien Dien mien Trung,HNX
SEC,Cong ty Co phan Mia duong Nhiet dien Gia Lai,HSX
SED,Cong ty Co phan Dau tu va Phat trien giao duc Phuong Nam,HNX
SEL,Cong ty Co phan Song Da 11 Thang Long,HNX
SEP,Cong ty Co phan Tong Cong ty Thuong mai Quang Tri,Upcom
SEV,Cong ty TNHH Samsung Electronics Viet Nam,OTC
SFC,Cong ty Co phan Nhien lieu Sai Gon,HSX
SFG,Cong ty Co phan Phan bon Mien Nam,HSX
SFI,Cong ty Co phan Dai ly Van tai SAFI,HSX
SFN,Cong ty Co phan Det luoi Sai Gon,HNX
SFT,CONG TY CO PHAN SOFTECH,Upcom
SGB,Ngan hang TMCP Sai Gon Cong thuong,Upcom
SGC,Cong ty Co phan Xuat nhap khau Sa Giang,HNX
SGD,Cong ty co phan Sach Giao duc tai T.P Ho Chi Minh,HNX
SGH,Cong ty Co phan Khach san Sai Gon,HNX
SGHP,CTCP Cang Sai Gon - Hiep Phuoc,OTC
SGIX,CTCP Dau tu Sai Gon,OTC
SGN,Cong ty co phan Phuc vu Mat dat Sai Gon,HSX
SGNF,Cong ty TNHH Thuc pham Dinh Duong Sai Gon,OTC
SGO,Cong ty co phan Dau thuc vat Sai Gon,Upcom
SGP,Cong ty Co phan Cang Sai Gon,Upcom
SGR,Cong ty co phan Dia oc Sai Gon,HSX
SGS,Cong ty Co phan Van tai bien Sai Gon,Upcom
SGT,Cong ty Co phan Cong nghe Vien thong Sai Gon,HSX
SGVW,Cong ty TNHH Saigon Ve Wong,OTC
SHA,Cong ty Co phan Son Ha Sai Gon,HSX
SHB,Ngan hang Thuong mai co phan Sai Gon - Ha Noi,HNX
SHBS,Cong ty Co phan Chung khoan SHB,OTC
SHC,Cong ty Co phan Hang Hai Sai Gon,Upcom
SHE,Cong ty Co phan Phat trien nang luong Son Ha,HNX
SHERATONSG,Cong ty Lien doanh Dai Duong,OTC
SHF,Cong ty co phan Quan ly quy Dau tu Sai Gon - Ha Noi,OTC
SHG,Tong Cong ty Co phan Song Hong,Upcom
SHI,Cong ty co phan Quoc te Son Ha,HSX
SHN,Cong ty Co phan Dau tu Tong hop Ha Noi,HNX
SHP,Cong ty co phan Thuy dien Mien Nam,HSX
SHS,Cong ty Co phan Chung Khoan Sai Gon Ha Noi,HNX
SHV,Cong ty Co phan Hai Viet,Upcom
SHX,CTCP Sai Gon Hoa xa,Upcom
SIC,Cong ty co phan ANI,HNX
SID,Cong ty Co phan Dau tu Phat trien Sai Gon Co.op,Upcom
SIG,CTCP Dau tu va Thuong mai Song Da,Upcom
SII,Cong ty co phan Ha tang nuoc Sai Gon,HSX
SIP,CTCP Dau tu Sai Gon VRG,Upcom
SIV,Cong ty Co phan SIVICO,Upcom
SJ1,Cong ty co phan Nong nghiep Hung Hau,HNX
SJC,Cong ty Co phan Song Da 1.01,HNX
SJCS,Cong ty Co phan Chung khoan SJC,OTC
SJCX,Cong ty TNHH MTV Vang bac da quy Sai Gon,OTC
SJD,Cong ty Co phan Thuy dien Can Don,HSX
SJE,Cong ty Co phan Song Da 11,HNX
SJF,CTCP Dau tu Sao Thai Duong,HSX
SJG,Tong Cong ty Song Da - Cong ty co phan,Upcom
SJM,Cong ty Co phan Song Da 19,Upcom
SJS,Cong ty Co phan Dau tu Phat trien Do thi va Khu Cong nghiep Song Da,HSX
SKG,Cong ty Co phan Tau cao toc Superdong – Kien Giang,HSX
SKH,CTCP Nuoc giai khat Sanest Khanh Hoa,Upcom
SKN,CTCP Nuoc giai khat Sanna Khanh Hoa,Upcom
SKS,Cong ty co phan Cong trinh Giao thong Song Da,HNX
SKV,Cong ty Co phan Nuoc giai khat Yen sao Khanh Hoa,Upcom
SLC,CTCP Dich vu xuat khau lao dong va chuyen gia,Upcom
SLD,Cong ty Co phan Dia oc Sacom,OTC
SLS,Cong ty co phan Mia duong Son La,HNX
SMA,Cong ty Co phan Thiet bi Phu tung Sai Gon,HSX
SMB,Cong ty Co phan Bia Sai Gon - Mien Trung,HSX
SMC,Cong ty Co phan Ðau tu Thuong mai SMC,HSX
SME,Cong ty Co phan Chung khoan SME,HNX
SMN,Cong ty Co phan Sach va Thiet bi Giao duc Mien Nam,HNX
SMT,Cong ty co phan SAMETEL,HNX
SMVC,Cong ty Co phan Seoul Metal Viet Nam,OTC
SNC,Cong ty Co phan Xuat nhap khau Thuy san Nam Can,Upcom
SNG,Cong ty TNHH MTV Song Da 10.1,HNX
SNP,Cong ty TNHH MTV - Tong Cong ty Tan Cang Sai Gon,OTC
